time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0,49571,0,0,2,0,0,0
5,49699,0,0,3,0,0,0
10,49684,0,0,2,0,0,0
15,49542,0,0,2,0,0,0
20,49400,0,0,2,0,0,0
25,49426,0,0,4,0,0,0
30,49489,0,0,3,0,0,0
35,49401,0,0,3,0,0,0
40,49052,0,0,2,0,0,0
45,48822,0,0,2,0,0,0
50,48711,0,0,2,0,0,0
55,48836,0,0,2,0,0,0
60,22,0,0,0,0,0,0
# of txns (including aborted) during benchmark period: 591655
TOTAL - committed: 591655, aborted: 0, avg latency: 0.20 ms
