time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0,37936,0,0,3,0,0,0
5,38155,0,0,3,0,0,0
10,37992,0,0,2,0,0,0
15,38208,0,0,2,0,0,0
20,38152,0,0,2,0,0,0
25,38102,0,0,2,0,0,0
30,37947,0,0,2,0,0,0
35,38060,0,0,2,0,0,0
40,37956,0,0,1,0,0,0
45,37895,0,0,1,0,0,0
50,37922,0,0,2,0,0,0
55,37847,0,0,2,0,0,0
60,35,0,0,0,0,0,0
# of txns (including aborted) during benchmark period: 456211
TOTAL - committed: 456207, aborted: 4, avg latency: 0.26 ms
